;;
;;
4,00E+16;6,60E+18;1,66E+18
6,00E+16;6,60E+18;3,23E+18
8,00E+16;6,60E+18;4,01E+18
1,00E+17;6,60E+18;4,56E+18
1,20E+17;6,60E+18;4,73E+18
1,40E+17;6,60E+18;4,95E+18
1,60E+17;6,60E+18;5,00E+18
1,80E+17;6,60E+18;5,00E+18
2,00E+17;6,60E+18;5,00E+18
2,20E+17;6,60E+18;5,00E+18
2,40E+17;6,60E+18;5,00E+18
2,60E+17;6,60E+18;5,00E+18
2,80E+17;6,60E+18;5,00E+18
3,00E+17;6,60E+18;5,00E+18
3,20E+17;6,60E+18;5,00E+18
3,40E+17;6,60E+18;5,00E+18
3,60E+17;6,60E+18;5,00E+18
3,80E+17;6,60E+18;5,00E+18
4,00E+17;6,60E+18;5,00E+18
4,20E+17;6,60E+18;5,00E+18
4,40E+17;6,60E+18;5,00E+18
4,60E+17;6,60E+18;5,00E+18
4,80E+17;6,60E+18;5,00E+18
5,00E+17;6,60E+18;5,00E+18
5,20E+17;6,60E+18;5,00E+18
5,40E+17;6,60E+18;5,00E+18
5,60E+17;6,60E+18;5,00E+18
5,80E+17;6,60E+18;5,00E+18
6,00E+17;6,60E+18;5,00E+18
6,20E+17;6,60E+18;5,00E+18
6,40E+17;6,60E+18;5,00E+18
6,60E+17;6,60E+18;5,00E+18
6,80E+17;6,60E+18;5,00E+18
7,00E+17;6,60E+18;5,00E+18
7,20E+17;6,60E+18;5,00E+18
7,40E+17;6,60E+18;5,00E+18
7,60E+17;6,60E+18;5,00E+18
7,80E+17;6,60E+18;5,00E+18
8,00E+17;6,60E+18;5,00E+18
8,20E+17;6,60E+18;5,00E+18
8,40E+17;6,60E+18;5,00E+18
8,60E+17;6,60E+18;5,00E+18
8,80E+17;6,60E+18;5,00E+18
9,00E+17;6,60E+18;5,00E+18
9,20E+17;6,60E+18;5,00E+18
9,40E+17;6,60E+18;5,00E+18
9,60E+17;6,60E+18;5,00E+18
9,80E+17;6,60E+18;5,00E+18
1,00E+18;6,60E+18;5,00E+18
1,02E+18;6,60E+18;5,00E+18
1,04E+18;6,60E+18;5,00E+18
1,06E+18;6,60E+18;5,00E+18
1,08E+18;6,60E+18;5,00E+18
1,10E+18;6,60E+18;5,00E+18
1,12E+18;6,60E+18;5,00E+18
1,14E+18;6,60E+18;5,00E+18
1,16E+18;6,60E+18;5,00E+18
1,18E+18;6,60E+18;5,00E+18
1,20E+18;6,60E+18;5,00E+18
1,22E+18;6,60E+18;5,00E+18
1,24E+18;6,60E+18;5,00E+18
1,26E+18;6,60E+18;5,00E+18
1,28E+18;6,60E+18;5,00E+18
1,30E+18;6,60E+18;5,00E+18
1,32E+18;6,60E+18;5,00E+18
1,34E+18;6,60E+18;5,00E+18
1,36E+18;6,60E+18;5,00E+18
1,38E+18;6,60E+18;5,00E+18
1,40E+18;6,60E+18;5,00E+18
1,42E+18;6,60E+18;5,00E+18
1,44E+18;6,60E+18;5,00E+18
1,46E+18;6,60E+18;5,00E+18
1,48E+18;6,60E+18;5,00E+18
1,50E+18;6,60E+18;5,00E+18
1,52E+18;6,60E+18;5,00E+18
1,54E+18;6,60E+18;5,00E+18
1,56E+18;6,60E+18;5,00E+18
1,58E+18;6,60E+18;5,00E+18
1,60E+18;6,60E+18;5,00E+18
1,62E+18;6,60E+18;5,00E+18
1,64E+18;6,60E+18;5,00E+18
1,66E+18;6,60E+18;5,00E+18
1,68E+18;6,60E+18;5,00E+18
1,70E+18;6,60E+18;5,00E+18
1,72E+18;6,60E+18;5,00E+18
1,74E+18;6,60E+18;5,00E+18
1,76E+18;6,60E+18;5,00E+18
1,78E+18;6,60E+18;5,00E+18
1,80E+18;6,60E+18;5,00E+18
1,82E+18;6,60E+18;5,00E+18
1,84E+18;6,60E+18;5,00E+18
1,86E+18;6,60E+18;5,00E+18
1,88E+18;6,60E+18;5,00E+18
1,90E+18;6,60E+18;5,00E+18
1,92E+18;6,60E+18;5,00E+18
1,94E+18;6,60E+18;5,00E+18
1,96E+18;6,60E+18;5,00E+18
1,98E+18;6,60E+18;5,00E+18
2,00E+18;6,60E+18;5,00E+18
2,02E+18;6,60E+18;5,00E+18
2,04E+18;6,60E+18;5,00E+18
2,06E+18;6,60E+18;5,00E+18
2,08E+18;6,60E+18;5,00E+18
2,10E+18;6,60E+18;5,00E+18
2,12E+18;6,60E+18;5,00E+18
2,14E+18;6,60E+18;5,00E+18
2,16E+18;6,60E+18;5,00E+18
2,18E+18;6,60E+18;5,00E+18
2,20E+18;6,60E+18;5,00E+18
2,22E+18;6,60E+18;5,00E+18
2,24E+18;6,60E+18;5,00E+18
2,26E+18;6,60E+18;5,00E+18
2,28E+18;6,60E+18;5,00E+18
2,30E+18;6,60E+18;5,00E+18
2,32E+18;6,60E+18;5,00E+18
2,34E+18;6,60E+18;5,00E+18
2,36E+18;6,60E+18;5,00E+18
2,38E+18;6,60E+18;5,00E+18
2,40E+18;6,60E+18;5,00E+18
2,42E+18;6,60E+18;5,00E+18
2,44E+18;6,60E+18;5,00E+18
2,46E+18;6,60E+18;5,00E+18
2,48E+18;6,60E+18;5,00E+18
2,50E+18;6,60E+18;5,00E+18
2,52E+18;6,60E+18;5,00E+18
2,54E+18;6,60E+18;5,00E+18
2,56E+18;6,60E+18;5,00E+18
2,58E+18;6,60E+18;5,00E+18
2,60E+18;6,60E+18;5,00E+18
2,62E+18;6,60E+18;5,00E+18
2,64E+18;6,60E+18;5,00E+18
2,66E+18;6,60E+18;5,00E+18
2,68E+18;6,60E+18;5,00E+18
2,70E+18;6,60E+18;5,00E+18
2,72E+18;6,60E+18;5,00E+18
2,74E+18;6,60E+18;5,00E+18
2,76E+18;6,60E+18;5,00E+18
2,78E+18;6,60E+18;5,00E+18
2,80E+18;6,60E+18;5,00E+18
2,82E+18;6,60E+18;5,00E+18
2,84E+18;6,60E+18;5,00E+18
2,86E+18;6,60E+18;5,00E+18
2,88E+18;6,60E+18;5,00E+18
2,90E+18;6,60E+18;5,00E+18
2,92E+18;6,60E+18;5,00E+18
2,94E+18;6,60E+18;5,00E+18
2,96E+18;6,60E+18;5,00E+18
2,98E+18;6,60E+18;5,00E+18
3,00E+18;4,60E+18;5,00E+18
3,02E+18;4,60E+18;5,00E+18
3,04E+18;4,60E+18;4,82E+18
3,06E+18;4,60E+18;4,59E+18
3,08E+18;4,60E+18;4,47E+18
3,10E+18;4,60E+18;4,30E+18
3,12E+18;4,60E+18;4,20E+18
3,14E+18;4,60E+18;4,18E+18
3,16E+18;4,60E+18;4,09E+18
3,18E+18;4,60E+18;4,07E+18
3,20E+18;4,60E+18;4,05E+18
3,22E+18;4,60E+18;3,96E+18
3,24E+18;4,60E+18;4,01E+18
3,26E+18;4,60E+18;4,04E+18
3,28E+18;4,60E+18;3,98E+18
3,30E+18;4,60E+18;3,96E+18
3,32E+18;4,60E+18;3,93E+18
3,34E+18;4,60E+18;3,98E+18
3,36E+18;4,60E+18;3,98E+18
3,38E+18;4,60E+18;3,98E+18
3,40E+18;4,60E+18;3,99E+18
3,42E+18;4,60E+18;3,95E+18
3,44E+18;4,60E+18;4,00E+18
3,46E+18;4,60E+18;3,94E+18
3,48E+18;4,60E+18;3,98E+18
3,50E+18;4,60E+18;4,01E+18
3,52E+18;4,60E+18;3,93E+18
3,54E+18;4,60E+18;4,02E+18
3,56E+18;4,60E+18;4,01E+18
3,58E+18;4,60E+18;4,01E+18
3,60E+18;4,60E+18;3,96E+18
3,62E+18;4,60E+18;3,97E+18
3,64E+18;4,60E+18;3,94E+18
3,66E+18;4,60E+18;3,96E+18
3,68E+18;4,60E+18;3,97E+18
3,70E+18;4,60E+18;3,93E+18
3,72E+18;4,60E+18;3,98E+18
3,74E+18;4,60E+18;3,92E+18
3,76E+18;4,60E+18;3,96E+18
3,78E+18;4,60E+18;4,01E+18
3,80E+18;4,60E+18;3,93E+18
3,82E+18;4,60E+18;3,95E+18
3,84E+18;4,60E+18;3,98E+18
3,86E+18;4,60E+18;3,94E+18
3,88E+18;4,60E+18;3,99E+18
3,90E+18;4,60E+18;3,95E+18
3,92E+18;4,60E+18;4,00E+18
3,94E+18;4,60E+18;4,00E+18
3,96E+18;4,60E+18;3,92E+18
3,98E+18;4,60E+18;3,96E+18
4,00E+18;4,60E+18;3,98E+18
4,02E+18;4,60E+18;3,94E+18
4,04E+18;4,60E+18;3,99E+18
4,06E+18;4,60E+18;3,98E+18
4,08E+18;4,60E+18;3,97E+18
4,10E+18;4,60E+18;3,93E+18
4,12E+18;4,60E+18;3,98E+18
4,14E+18;4,60E+18;3,98E+18
4,16E+18;4,60E+18;3,90E+18
4,18E+18;4,60E+18;4,00E+18
4,20E+18;4,60E+18;3,96E+18
4,22E+18;4,60E+18;3,96E+18
4,24E+18;4,60E+18;4,00E+18
4,26E+18;4,60E+18;3,92E+18
4,28E+18;4,60E+18;3,97E+18
4,30E+18;4,60E+18;3,97E+18
4,32E+18;4,60E+18;3,94E+18
4,34E+18;4,60E+18;4,00E+18
4,36E+18;4,60E+18;3,95E+18
4,38E+18;4,60E+18;3,98E+18
4,40E+18;4,60E+18;3,94E+18
4,42E+18;4,60E+18;3,98E+18
4,44E+18;4,60E+18;3,96E+18
4,46E+18;4,60E+18;3,90E+18
4,48E+18;4,60E+18;4,00E+18
4,50E+18;4,60E+18;3,94E+18
4,52E+18;4,60E+18;3,95E+18
4,54E+18;4,60E+18;4,00E+18
4,56E+18;4,60E+18;3,94E+18
4,58E+18;4,60E+18;4,00E+18
4,60E+18;4,60E+18;3,96E+18
4,62E+18;4,60E+18;3,97E+18
4,64E+18;4,60E+18;4,01E+18
4,66E+18;4,60E+18;3,92E+18
4,68E+18;4,60E+18;3,98E+18
4,70E+18;4,60E+18;3,99E+18
4,72E+18;4,60E+18;3,94E+18
4,74E+18;4,60E+18;4,00E+18
4,76E+18;4,60E+18;3,95E+18
4,78E+18;4,60E+18;3,96E+18
4,80E+18;4,60E+18;4,01E+18
4,82E+18;4,60E+18;3,97E+18
4,84E+18;4,60E+18;3,94E+18
4,86E+18;4,60E+18;4,00E+18
4,88E+18;4,60E+18;3,90E+18
4,90E+18;4,60E+18;3,99E+18
4,92E+18;4,60E+18;3,98E+18
4,94E+18;4,60E+18;3,98E+18
4,96E+18;4,60E+18;3,98E+18
4,98E+18;4,60E+18;3,91E+18
5,00E+18;4,60E+18;3,95E+18
5,02E+18;4,60E+18;3,96E+18
5,04E+18;4,60E+18;3,94E+18
5,06E+18;4,60E+18;4,00E+18
5,08E+18;4,60E+18;3,92E+18
5,10E+18;4,60E+18;3,94E+18
5,12E+18;4,60E+18;3,96E+18
5,14E+18;4,60E+18;3,95E+18
5,16E+18;4,60E+18;4,01E+18
5,18E+18;4,60E+18;3,92E+18
5,20E+18;4,60E+18;3,99E+18
5,22E+18;4,60E+18;3,93E+18
5,24E+18;4,60E+18;3,99E+18
5,26E+18;4,60E+18;3,94E+18
5,28E+18;4,60E+18;3,96E+18
5,30E+18;4,60E+18;4,00E+18
5,32E+18;4,60E+18;3,95E+18
5,34E+18;4,60E+18;4,00E+18
5,36E+18;4,60E+18;3,93E+18
5,38E+18;4,60E+18;3,96E+18
5,40E+18;4,60E+18;4,00E+18
5,42E+18;4,60E+18;3,96E+18
5,44E+18;4,60E+18;3,99E+18
5,46E+18;4,60E+18;3,96E+18
5,48E+18;4,60E+18;3,95E+18
5,50E+18;4,60E+18;4,00E+18
5,52E+18;4,60E+18;3,96E+18
5,54E+18;4,60E+18;3,97E+18
5,56E+18;4,60E+18;4,00E+18
5,58E+18;4,60E+18;3,91E+18
5,60E+18;4,60E+18;3,97E+18
5,62E+18;4,60E+18;3,97E+18
5,64E+18;4,60E+18;3,95E+18
5,66E+18;4,60E+18;3,97E+18
5,68E+18;4,60E+18;4,01E+18
5,70E+18;4,60E+18;3,99E+18
5,72E+18;4,60E+18;4,01E+18
5,74E+18;4,60E+18;3,95E+18
5,76E+18;4,60E+18;3,96E+18
5,78E+18;4,60E+18;3,96E+18
5,80E+18;4,60E+18;4,00E+18
5,82E+18;4,60E+18;3,96E+18
5,84E+18;4,60E+18;3,95E+18
5,86E+18;4,60E+18;3,99E+18
5,88E+18;4,60E+18;3,95E+18
5,90E+18;4,60E+18;3,97E+18
5,92E+18;4,60E+18;3,99E+18
5,94E+18;4,60E+18;3,97E+18
5,96E+18;4,60E+18;4,01E+18
5,98E+18;4,60E+18;3,94E+18
6,00E+18;6,60E+18;3,99E+18
6,02E+18;6,60E+18;3,97E+18
6,04E+18;6,60E+18;4,33E+18
6,06E+18;6,60E+18;4,55E+18
6,08E+18;6,60E+18;4,84E+18
6,10E+18;6,60E+18;4,88E+18
6,12E+18;6,60E+18;4,99E+18
6,14E+18;6,60E+18;4,96E+18
6,16E+18;6,60E+18;5,00E+18
6,18E+18;6,60E+18;5,00E+18
6,20E+18;6,60E+18;5,00E+18
6,22E+18;6,60E+18;5,00E+18
6,24E+18;6,60E+18;5,00E+18
6,26E+18;6,60E+18;5,00E+18
6,28E+18;6,60E+18;5,00E+18
6,30E+18;6,60E+18;5,00E+18
6,32E+18;6,60E+18;5,00E+18
6,34E+18;6,60E+18;5,00E+18
6,36E+18;6,60E+18;5,00E+18
6,38E+18;6,60E+18;5,00E+18
6,40E+18;6,60E+18;5,00E+18
6,42E+18;6,60E+18;5,00E+18
6,44E+18;6,60E+18;5,00E+18
6,46E+18;6,60E+18;5,00E+18
6,48E+18;6,60E+18;5,00E+18
6,50E+18;6,60E+18;5,00E+18
6,52E+18;6,60E+18;5,00E+18
6,54E+18;6,60E+18;5,00E+18
6,56E+18;6,60E+18;5,00E+18
6,58E+18;6,60E+18;5,00E+18
6,60E+18;6,60E+18;5,00E+18
6,62E+18;6,60E+18;5,00E+18
6,64E+18;6,60E+18;5,00E+18
6,66E+18;6,60E+18;5,00E+18
6,68E+18;6,60E+18;5,00E+18
6,70E+18;6,60E+18;5,00E+18
6,72E+18;6,60E+18;5,00E+18
6,74E+18;6,60E+18;5,00E+18
6,76E+18;6,60E+18;5,00E+18
6,78E+18;6,60E+18;5,00E+18
6,80E+18;6,60E+18;5,00E+18
6,82E+18;6,60E+18;5,00E+18
6,84E+18;6,60E+18;5,00E+18
6,86E+18;6,60E+18;5,00E+18
6,88E+18;6,60E+18;5,00E+18
6,90E+18;6,60E+18;5,00E+18
6,92E+18;6,60E+18;5,00E+18
6,94E+18;6,60E+18;5,00E+18
6,96E+18;6,60E+18;5,00E+18
6,98E+18;6,60E+18;5,00E+18
7,00E+18;6,60E+18;5,00E+18
7,02E+18;6,60E+18;5,00E+18
7,04E+18;6,60E+18;5,00E+18
7,06E+18;6,60E+18;5,00E+18
7,08E+18;6,60E+18;5,00E+18
7,10E+18;6,60E+18;5,00E+18
7,12E+18;6,60E+18;5,00E+18
7,14E+18;6,60E+18;5,00E+18
7,16E+18;6,60E+18;5,00E+18
7,18E+18;6,60E+18;5,00E+18
7,20E+18;6,60E+18;5,00E+18
7,22E+18;6,60E+18;5,00E+18
7,24E+18;6,60E+18;5,00E+18
7,26E+18;6,60E+18;5,00E+18
7,28E+18;6,60E+18;5,00E+18
7,30E+18;6,60E+18;5,00E+18
7,32E+18;6,60E+18;5,00E+18
7,34E+18;6,60E+18;5,00E+18
7,36E+18;6,60E+18;5,00E+18
7,38E+18;6,60E+18;5,00E+18
7,40E+18;6,60E+18;5,00E+18
7,42E+18;6,60E+18;5,00E+18
7,44E+18;6,60E+18;5,00E+18
7,46E+18;6,60E+18;5,00E+18
7,48E+18;6,60E+18;5,00E+18
7,50E+18;6,60E+18;5,00E+18
7,52E+18;6,60E+18;5,00E+18
7,54E+18;6,60E+18;5,00E+18
7,56E+18;6,60E+18;5,00E+18
7,58E+18;6,60E+18;5,00E+18
7,60E+18;6,60E+18;5,00E+18
7,62E+18;6,60E+18;5,00E+18
7,64E+18;6,60E+18;5,00E+18
7,66E+18;6,60E+18;5,00E+18
7,68E+18;6,60E+18;5,00E+18
7,70E+18;6,60E+18;5,00E+18
7,72E+18;6,60E+18;5,00E+18
7,74E+18;6,60E+18;5,00E+18
7,76E+18;6,60E+18;5,00E+18
7,78E+18;6,60E+18;5,00E+18
7,80E+18;6,60E+18;5,00E+18
7,82E+18;6,60E+18;5,00E+18
7,84E+18;6,60E+18;5,00E+18
7,86E+18;6,60E+18;5,00E+18
7,88E+18;6,60E+18;5,00E+18
7,90E+18;6,60E+18;5,00E+18
7,92E+18;6,60E+18;5,00E+18
7,94E+18;6,60E+18;5,00E+18
7,96E+18;6,60E+18;5,00E+18
7,98E+18;6,60E+18;5,00E+18
8,00E+18;6,60E+18;5,00E+18
8,02E+18;6,60E+18;5,00E+18
8,04E+18;6,60E+18;5,00E+18
8,06E+18;6,60E+18;5,00E+18
8,08E+18;6,60E+18;5,00E+18
8,10E+18;6,60E+18;5,00E+18
8,12E+18;6,60E+18;5,00E+18
8,14E+18;6,60E+18;5,00E+18
8,16E+18;6,60E+18;5,00E+18
8,18E+18;6,60E+18;5,00E+18
8,20E+18;6,60E+18;5,00E+18
8,22E+18;6,60E+18;5,00E+18
8,24E+18;6,60E+18;5,00E+18
8,26E+18;6,60E+18;5,00E+18
8,28E+18;6,60E+18;5,00E+18
8,30E+18;6,60E+18;5,00E+18
8,32E+18;6,60E+18;5,00E+18
8,34E+18;6,60E+18;5,00E+18
8,36E+18;6,60E+18;5,00E+18
8,38E+18;6,60E+18;5,00E+18
8,40E+18;6,60E+18;5,00E+18
8,42E+18;6,60E+18;5,00E+18
8,44E+18;6,60E+18;5,00E+18
8,46E+18;6,60E+18;5,00E+18
8,48E+18;6,60E+18;5,00E+18
8,50E+18;6,60E+18;5,00E+18
8,52E+18;6,60E+18;5,00E+18
8,54E+18;6,60E+18;5,00E+18
8,56E+18;6,60E+18;5,00E+18
8,58E+18;6,60E+18;5,00E+18
8,60E+18;6,60E+18;5,00E+18
8,62E+18;6,60E+18;5,00E+18
8,64E+18;6,60E+18;5,00E+18
8,66E+18;6,60E+18;5,00E+18
8,68E+18;6,60E+18;5,00E+18
8,70E+18;6,60E+18;5,00E+18
8,72E+18;6,60E+18;5,00E+18
8,74E+18;6,60E+18;5,00E+18
8,76E+18;6,60E+18;5,00E+18
8,78E+18;6,60E+18;5,00E+18
8,80E+18;6,60E+18;5,00E+18
8,82E+18;6,60E+18;5,00E+18
8,84E+18;6,60E+18;5,00E+18
8,86E+18;6,60E+18;5,00E+18
8,88E+18;6,60E+18;5,00E+18
8,90E+18;6,60E+18;5,00E+18
8,92E+18;6,60E+18;5,00E+18
8,94E+18;6,60E+18;5,00E+18
8,96E+18;6,60E+18;5,00E+18
8,98E+18;6,60E+18;5,00E+18
9,00E+18;4,60E+18;5,00E+18
9,02E+18;4,60E+18;5,00E+18
9,04E+18;4,60E+18;4,85E+18
9,06E+18;4,60E+18;4,60E+18
9,08E+18;4,60E+18;4,48E+18
9,10E+18;4,60E+18;4,33E+18
9,12E+18;4,60E+18;4,16E+18
9,14E+18;4,60E+18;4,17E+18
9,16E+18;4,60E+18;4,13E+18
9,18E+18;4,60E+18;4,10E+18
9,20E+18;4,60E+18;4,06E+18
9,22E+18;4,60E+18;4,04E+18
9,24E+18;4,60E+18;3,99E+18
9,26E+18;4,60E+18;3,97E+18
9,28E+18;4,60E+18;3,99E+18
9,30E+18;4,60E+18;3,95E+18
9,32E+18;4,60E+18;4,00E+18
9,34E+18;4,60E+18;3,97E+18
9,36E+18;4,60E+18;3,98E+18
9,38E+18;4,60E+18;3,98E+18
9,40E+18;4,60E+18;3,93E+18
9,42E+18;4,60E+18;3,98E+18
9,44E+18;4,60E+18;3,92E+18
9,46E+18;4,60E+18;3,96E+18
9,48E+18;4,60E+18;3,94E+18
9,50E+18;4,60E+18;3,99E+18
9,52E+18;4,60E+18;3,94E+18
9,54E+18;4,60E+18;3,98E+18
9,56E+18;4,60E+18;3,98E+18
9,58E+18;4,60E+18;3,91E+18
9,60E+18;4,60E+18;3,99E+18
9,62E+18;4,60E+18;3,93E+18
9,64E+18;4,60E+18;3,95E+18
9,66E+18;4,60E+18;3,99E+18
9,68E+18;4,60E+18;3,94E+18
9,70E+18;4,60E+18;3,99E+18
9,72E+18;4,60E+18;3,97E+18
9,74E+18;4,60E+18;3,96E+18
9,76E+18;4,60E+18;4,01E+18
9,78E+18;4,60E+18;3,92E+18
9,80E+18;4,60E+18;3,96E+18
9,82E+18;4,60E+18;3,99E+18
9,84E+18;4,60E+18;3,95E+18
9,86E+18;4,60E+18;3,96E+18
9,88E+18;4,60E+18;4,00E+18
9,90E+18;4,60E+18;3,97E+18
9,92E+18;4,60E+18;3,94E+18
9,94E+18;4,60E+18;3,94E+18
9,96E+18;4,60E+18;4,00E+18
9,98E+18;4,60E+18;3,91E+18
